date,away_team,home_team,algo_proj,away_proj,home_proj,away_odds,home_odds,diff_away,diff_home,strat_00_bet,strat_00_to_win,strat_00_won,strat_01_bet,strat_01_to_win,strat_01_won,strat_1_bet,strat_1_to_win,strat_1_won,strat_2_bet,strat_2_to_win,strat_2_won,strat_3_bet,strat_3_to_win,strat_3_won,strat_4_bet,strat_4_to_win,strat_4_won
7/11/2009,texas-rangers,seattle-mariners,54.19%,-118,118,-103,-113,15,31,$100,$97.09,$0,$100,$88.50,$188.50,$100,$97.09,$0,$100,$97.09,$0,,,,,,
,,,,,,,,,,$1000,-$564.54,-56.45%,$1000,-$16.33,-1.63%,$900,-$636.00,-70.67%,$500,-$500.00,-100.00%,$100,-$100.00,-100.00%,$100,-$100.00,-100.00%
7/16/2009,new-york-mets,atlanta-braves,-53.08%,113,-113,173,-196,60,83,$100,$51.02,$151.02,$100,$51.02,$151.02,$100,$173.00,$0,,,,,,,$100,$173.00,$0
7/16/2009,milwaukee-brewers,cincinnati-reds,50.64%,-103,103,108,-126,11,29,$100,$108.00,$208.00,$100,$79.37,$0,$100,$108.00,$208.00,$100,$108.00,$208.00,$100,$108.00,$208.00,,,
7/16/2009,seattle-mariners,cleveland-indians,54.00%,-117,117,172,-204,89,121,$100,$172.00,$0,$100,$49.02,$149.02,$100,$172.00,$0,$100,$172.00,$0,$100,$172.00,$0,$100,$172.00,$0
7/16/2009,colorado-rockies,san-diego-padres,58.43%,-141,141,-133,114,8,27,$100,$75.19,$175.19,$100,$75.19,$175.19,$100,$75.19,$175.19,$100,$75.19,$175.19,,,,,,
7/16/2009,los-angeles-angels,oakland-athletics,56.29%,-129,129,104,-121,33,50,$100,$104.00,$204.00,$100,$82.64,$0,$100,$104.00,$204.00,$100,$104.00,$204.00,$100,$104.00,$204.00,,,
7/16/2009,houston-astros,los-angeles-dodgers,-58.37%,140,-140,137,-158,3,18,$100,$63.29,$0,$100,$63.29,$0,,,,,,,,,,,,
7/16/2009,philadelphia-phillies,miami-marlins,-51.11%,105,-105,100,-121,5,16,$100,$82.64,$0,$100,$82.64,$0,,,,,,,,,,,,
7/16/2009,chicago-cubs,washington-nationals,58.59%,-141,141,-125,108,16,33,$100,$80.00,$180.00,$100,$80.00,$180.00,$100,$80.00,$180.00,$100,$80.00,$180.00,,,,,,
,,,,,,,,,,$800,$118.21,14.78%,$800,-$144.77,-18.10%,$600,$167.19,27.86%,$500,$267.19,53.44%,$300,$112.00,37.33%,$200,-$200.00,-100.00%
7/17/2009,new-york-mets,atlanta-braves,-54.31%,119,-119,184,-222,65,103,$100,$45.05,$145.05,$100,$45.05,$145.05,$100,$184.00,$0,,,,,,,$100,$184.00,$0
7/17/2009,boston-red-sox,toronto-blue-jays,54.84%,-121,121,-106,-111,15,32,$100,$94.34,$194.34,$100,$90.09,$0,$100,$94.34,$194.34,$100,$94.34,$194.34,,,,,,
7/17/2009,baltimore-orioles,chicago-white-sox,-55.59%,125,-125,143,-163,18,38,$100,$61.35,$161.35,$100,$61.35,$161.35,$100,$143.00,$0,,,,,,,,,
